PDS,ANZ_S,RTS_E24110.0,RTS_E24110.1,RTS_E24110.3,RTS_E24110.3.MW_A_PR,RTS_E24110.3.MW_M_PR,RTS_E24110.3.MW_A_PW,RTS_E24110.3.MW_M_PW,RTS_E24110.4,RTS_E24110.4.MW_A_PR,RTS_E24110.4.MW_M_PR,RTS_E24110.4.MW_A_PW,RTS_E24110.4.MW_M_PW,RTS_E24110.9,RTS_E24100.0,RTS_E24100.1,RTS_E24100.3,RTS_E24100.3.MW_A_PR,RTS_E24100.3.MW_M_PR,RTS_E24100.3.MW_A_PW,RTS_E24100.3.MW_M_PW,RTS_E24100.4,RTS_E24100.4.MW_A_PR,RTS_E24100.4.MW_M_PR,RTS_E24100.4.MW_A_PW,RTS_E24100.4.MW_M_PW,RTS_E24100.9,RTS_E24090.0,RTS_E24090.1,RTS_E24090.3,RTS_E24090.3.MW_A_PR,RTS_E24090.3.MW_M_PR,RTS_E24090.3.MW_A_PW,RTS_E24090.3.MW_M_PW,RTS_E24090.4,RTS_E24090.4.MW_A_PR,RTS_E24090.4.MW_M_PR,RTS_E24090.4.MW_A_PW,RTS_E24090.4.MW_M_PW,RTS_E24090.9,RTS_E24080.0,RTS_E24080.1,RTS_E24080.3,RTS_E24080.3.MW_A_PR,RTS_E24080.3.MW_M_PR,RTS_E24080.3.MW_A_PW,RTS_E24080.3.MW_M_PW,RTS_E24080.4,RTS_E24080.4.MW_A_PR,RTS_E24080.4.MW_M_PR,RTS_E24080.4.MW_A_PW,RTS_E24080.4.MW_M_PW,RTS_E24080.9,RTS_E24070.0,RTS_E24070.1,RTS_E24070.3,RTS_E24070.3.MW_A_PR,RTS_E24070.3.MW_M_PR,RTS_E24070.3.MW_A_PW,RTS_E24070.3.MW_M_PW,RTS_E24070.4,RTS_E24070.4.MW_A_PR,RTS_E24070.4.MW_M_PR,RTS_E24070.4.MW_A_PW,RTS_E24070.4.MW_M_PW,RTS_E24070.9,RTS_E24060.0,RTS_E24060.1,RTS_E24060.3,RTS_E24060.3.MW_A_PR,RTS_E24060.3.MW_M_PR,RTS_E24060.3.MW_A_PW,RTS_E24060.3.MW_M_PW,RTS_E24060.4,RTS_E24060.4.MW_A_PR,RTS_E24060.4.MW_M_PR,RTS_E24060.4.MW_A_PW,RTS_E24060.4.MW_M_PW,RTS_E24060.9,RTS_E24050.0,RTS_E24050.1,RTS_E24050.3,RTS_E24050.3.MW_A_PR,RTS_E24050.3.MW_M_PR,RTS_E24050.3.MW_A_PW,RTS_E24050.3.MW_M_PW,RTS_E24050.4,RTS_E24050.4.MW_A_PR,RTS_E24050.4.MW_M_PR,RTS_E24050.4.MW_A_PW,RTS_E24050.4.MW_M_PW,RTS_E24050.9,RTS_E24040.0,RTS_E24040.1,RTS_E24040.3,RTS_E24040.3.MW_A_PR,RTS_E24040.3.MW_M_PR,RTS_E24040.3.MW_A_PW,RTS_E24040.3.MW_M_PW,RTS_E24040.4,RTS_E24040.4.MW_A_PR,RTS_E24040.4.MW_M_PR,RTS_E24040.4.MW_A_PW,RTS_E24040.4.MW_M_PW,RTS_E24040.9,RTS_E24030.0,RTS_E24030.1,RTS_E24030.3,RTS_E24030.3.MW_A_PR,RTS_E24030.3.MW_M_PR,RTS_E24030.3.MW_A_PW,RTS_E24030.3.MW_M_PW,RTS_E24030.4,RTS_E24030.4.MW_A_PR,RTS_E24030.4.MW_M_PR,RTS_E24030.4.MW_A_PW,RTS_E24030.4.MW_M_PW,RTS_E24030.9,RTS_E24020.0,RTS_E24020.1,RTS_E24020.3,RTS_E24020.3.MW_A_PR,RTS_E24020.3.MW_M_PR,RTS_E24020.3.MW_A_PW,RTS_E24020.3.MW_M_PW,RTS_E24020.4,RTS_E24020.4.MW_A_PR,RTS_E24020.4.MW_M_PR,RTS_E24020.4.MW_A_PW,RTS_E24020.4.MW_M_PW,RTS_E24020.9,RTS_E24010.0,RTS_E24010.1,RTS_E24010.3,RTS_E24010.3.MW_A_PR,RTS_E24010.3.MW_M_PR,RTS_E24010.3.MW_A_PW,RTS_E24010.3.MW_M_PW,RTS_E24010.4,RTS_E24010.4.MW_A_PR,RTS_E24010.4.MW_M_PR,RTS_E24010.4.MW_A_PW,RTS_E24010.4.MW_M_PW,RTS_E24010.9
1661949,207,13,,,,,,,194,"1,07732","16,85567",",186131","2,88049",,,,,,,,,207,"3,690821","120,57971",",644482","21,167381",,5,4,2,2,210,",411765","43,235295",196,"11,540816","1136,147959","1,938587","191,26105",,,2,16,"5,25","472,5",",855633","77,006932",189,"12,714286","1166,507937","2,138202","196,229778",,140,,9,1,30,",174298","5,228947",58,"7,741379","400,344828","1,257937","64,450658",,,,,,,,,207,"13,826087","566,594203","2,43675","98,531681",,,,13,"27,538462","1097,307692","4,247408","170,30331",194,"43,412371","1831,314433","7,332573","309,556609",,,1,12,"5,166667","156,25",",842785","25,442657",194,"9,778351","328,685567","1,671934","56,107939",,,,1,7,450,",890909","57,272727",206,"12,509709","805,728155","2,108469","136,118914",,,1,12,12,960,"2,362435","189,303554",194,"18,613402","1528,969072","3,122394","256,588901",,,9,34,"5,176471","155,294118",",80906","24,271805",164,"7,481707","225,609756","1,292612","38,961265",
1661950,339,146,,,,,,,193,"1,067358","17,668394",",222796","3,677699",,77,,18,1,30,",202928","6,087847",244,"3,454918","213,504098",",717354","44,378981",,,,5,"3,4",186,",788023","43,010808",334,"11,508982","724,520958","2,377915","150,307407",,35,104,46,"4,934783","311,086957","1,047083","66,270264",154,"9,441558","736,168831","1,902253","148,422129",,4,1,64,"1,984375",30,",456923","6,902094",270,"4,97037","266,018519","1,009901","52,885898",,,1,,,,,,338,"12,343195","582,825444","2,611455","123,070526",,,6,64,"20,109375","870,15625","4,231601","183,423543",269,"31,297398","1371,598513","6,395585","281,527431",,1,7,6,3,90,",824446","24,733369",325,"9,089231","270,369231","1,85084","55,046905",,4,,5,"6,2",327,",998923","52,662195",330,"7,533333","407,454545","1,568285","84,574612",,5,24,186,"11,188172","861,155914","2,301851","177,302832",124,"16,233871","1375,564516","3,357235","286,030786",,2,1,32,"4,0625","121,40625",",838149","25,04796",304,"5,555921","195,049342","1,146528","40,475457",
1661951,559,6,,,,,,,553,"1,159132","32,477396",",218312","6,121868",,1,,4,"1,5",30,",317698","6,442698",554,"2,884477","88,222022",",540526","16,515752",,7,9,6,2,240,",388331","46,599713",537,"5,368715","598,324022",",994847","110,915309",,112,105,116,"4,017241","400,086207",",74199","73,821064",226,"6,699115","673,141593","1,244859","125,294224",,183,,89,1,30,",189473","5,684178",287,"4,728223","249,512195",",87427","46,045105",,,,,,,,,559,"20,059034","581,332737","3,758133","109,156473",,,,8,"29,375","984,375","5,484687","181,6509",551,"52,323049","1810,916515","9,725162","336,466177",,,,,,,,,559,"14,59034","561,413238","2,718375","104,621994",,,,1,17,255,"3,5","52,5",558,"30,849462","711,155914","5,751346","132,933985",,,1,1,11,990,"2,264706","203,823529",557,"20,303411","1719,317774","3,775512","319,738023",,,,,,,,,559,"6,93381","384,364937","1,290415","71,701239",
1661952,368,4,,,,,,,364,"1,129121","22,623626",",214947","4,366097",,2,7,,,,,,359,"2,704735","96,309192",",511125","18,156465",,4,154,9,"5,111111","248,333333",",898829","42,82067",201,8,"501,343284","1,478029","92,517166",,97,35,31,"5,645161","382,258065",",990614","67,004241",205,"7,443902","628,097561","1,404032","118,440543",,,,,,,,,368,"4,665761","279,619565",",884188","53,028535",,,,2,3,125,",670893","27,953854",366,"6,308743","315,969945","1,194428","59,742417",,,6,16,"29,6875","962,8125","5,678198","184,01021",346,"64,517341","2446,387283","12,039958","457,123719",,,,2,3,120,",564921","22,596844",366,"9,631148","318,934426","1,787822","59,356542",,,,7,"5,857143","297,857143","1,130193","57,366774",361,"11,00831","662,036011","2,047284","122,54921",,,1,5,"12,8",1086,"2,2865","193,444277",362,"19,356354",1530,"3,613612","285,696189",,,,,,,,,368,"6,317935","303,92663","1,175438","56,610165",
1661953,356,3,,,,,,,353,"1,269122","49,036827",",25518","9,883776",,19,,36,1,30,",20328","6,098419",301,"2,624585","107,990033",",528379","21,787284",,25,57,191,"3,706806","220,994764",",75195","44,83761",83,"5,072289","299,277108",",987912","58,318116",,16,73,56,"5,357143","385,178571","1,063059","76,35272",211,"7,924171","598,151659","1,576872","118,969181",,83,,5,"1,4",30,",281205","5,965567",268,"3,429104","202,649254",",673138","40,776745",,,11,13,"4,230769","119,230769",",883326","24,894008",332,"23,012048","458,960843","4,609542","91,999677",,,10,21,"26,238095","898,095238","5,161897","175,494645",325,"55,052308","2110,276923","11,000787","421,655336",,4,2,9,"2,222222","133,333333",",411059","24,663529",341,"6,331378","358,944282","1,263367","71,620085",,,6,21,"8,952381","257,142857","1,843616","52,492497",329,"20,370821","863,662614","4,076751","172,82345",,,19,167,"13,197605","903,053892","2,614133","178,833894",170,"17,135294","1152,352941","3,451512","232,081212",,,,2,"4,5","127,5",",838594","23,877331",354,"11,5","327,612994","2,299487","65,682981",
1661954,233,5,,,,,,,228,"1,175439","32,763158",",241744","6,754735",,,,124,1,30,",212829","6,384882",109,"2,449541","84,954128",",48745","16,905587",,,,,,,,,233,"13,746781","1580,193133","2,77739","318,789716",,153,20,17,"4,117647",395,",771562","74,003186",43,"6,162791","715,116279","1,197668","138,56319",,,7,,,,,,226,"3,075221","150,597345",",633022","31,052651",,,,,,,,,233,"13,090129","457,424893","2,685495","94,159661",,,1,,,,,,232,"60,913793","2745,258621","12,284053","552,803851",,1,1,1,3,135,",617647","27,794118",230,"9,852174","559,434783","1,978241","112,177931",,1,162,38,"3,368421","247,105263",",679385","49,250912",32,"4,15625","351,5625",",853864","71,447986",,,14,119,"7,747899","871,512605","1,559112","175,626746",100,"11,11","1173,9","2,206502","232,690291",,,,,,,,,233,"5,06867","269,506438","1,024197","54,33926",
1661955,229,53,,,,,,,176,"1,005682","50,284091",",153149","7,657436",,17,,53,1,30,",176875","5,306262",159,"3,45283","138,867925",",497178","19,924138",,104,55,34,"2,911765","288,529412",",42283","41,819323",36,"5,277778","523,333333",",78132","78,822282",,2,28,28,"5,678571","514,285714",",858867","77,821287",171,"10,175439","967,017544","1,494113","141,519196",,53,7,10,"1,2",30,",208467","5,303022",159,"3,459119","210,943396",",52268","31,847926",,1,2,8,"2,125","121,875",",315828","18,246582",218,"4,591743","262,981651",",714019","41,082076",,,48,79,"21,037975","1179,493671","3,046401","170,924722",102,"33,901961","2298,823529","5,211035","352,535119",,2,3,5,"5,6",168,",840641","25,219219",219,"25,771689","778,082192","3,842998","115,906383",,,4,4,"9,25","352,5","1,340295","50,907464",221,"53,719457","1793,144796","7,950329","264,884881",,1,2,13,"15,769231","1262,307692","2,242261","179,239524",213,"26,338028","2134,225352","3,97299","321,562439",,1,1,1,6,210,",823529","28,823529",226,"10,814159","360,530973","1,629966","54,466527",
1661956,281,6,,,,,,,275,1,"55,963636",",192677","10,807338",,,1,18,2,"30,277778",",389149","5,885847",262,"3,526718","110,515267",",673212","21,067645",,159,16,23,"4,086957","230,217391",",777965","43,769085",83,"7,421687","428,855422","1,402885","81,032624",,,1,2,"6,5",480,",9975","74,025",278,"13,366906","1032,032374","2,55138","196,998615",,104,,34,1,30,",190906","5,727174",143,"2,251748","166,573427",",429604","31,811115",,,,20,"4,9","137,5",",934706","26,208824",261,"7,475096","219,942529","1,441796","42,402188",,,3,7,"19,428571","953,571429","3,957353","194,595588",271,"40,926199","2132,98893","7,762079","404,597213",,16,23,31,"4,032258","130,16129",",747921","24,28345",211,"7,862559","309,739336","1,495754","58,88535",,18,163,78,"7,205128","263,269231","1,357779","49,395969",22,"8,409091","335,454545","1,633218","65,040937",,,4,104,"11,471154","1000,673077","2,106773","183,87757",173,"16,410405","1330,231214","3,187155","258,666413",,,1,20,"3,65",141,",651933","25,279302",260,"6,207692","223,846154","1,18678","42,88972",
1661957,89,,,,,,,,89,1,"30,337079",",184948","5,597614",,,,,,,,,89,"9,033708","198,988764","1,631057","36,173585",,88,,,,,,,1,12,360,"1,75","52,5",,,,,,,,,89,"16,41573","1355,05618","2,942827","242,230622",,,,,,,,,89,"2,685393","163,483146",",496368","29,980449",,,,5,4,135,",727451","24,551471",84,"6,547619","286,845238","1,200778","52,881429",,,5,16,"32,625","977,5","6,055812","181,284269",68,"57,220588","1727,941176","9,924354","299,809523",,,,2,"2,5",150,",450069","27,004104",87,"4,988506","299,310345",",892964","53,577867",,,,1,5,270,"1,029412","55,588235",88,"9,704545","610,909091","1,727935","109,341688",,,5,84,"10,297619","926,785714","1,847352","166,261691",,,,,,,,,,,,,,89,"11,460674","378,988764","2,064776","68,351484",
1661958,154,9,,,,,,,145,"1,117241","19,275862",",22889","3,95286",,,,,,,,,154,"5,707792","158,766234","1,172244","32,540176",,2,19,55,"7,109091","217,636364","1,482123","45,315905",78,"9,961538","332,692308","1,995784","66,813257",,2,6,18,"5,055556",390,"1,011923","77,858742",128,"8,445313","636,09375","1,723522","129,698545",,31,,,,,,,123,"1,317073","100,487805",",26785","20,582167",,,,,,,,,154,"10,318182","515,551948","2,115841","105,54788",,,7,18,"18,611111","905,833333","3,614237","175,189132",129,"28,891473","1483,449612","5,894125","302,405266",,1,4,6,"3,5",110,",768627","24,088235",143,"9,118881","297,167832","1,854672","60,465197",,2,1,74,"5,891892","286,689189","1,198395","58,285142",77,"6,961039","345,649351","1,419958","70,414871",,2,,21,"11,238095","963,809524","2,265772","193,617383",131,"13,89313","1146,10687","2,834331","233,642457",,2,,,,,,,152,"6,098684","325,855263","1,244453","66,513232",
1661959,53,1,,,,,,,52,"2,211538","132,692308",",352942","21,176505",,,,,,,,,53,"6,150943","439,528302",",969528","69,520725",,,,,,,,,53,"13,867925","834,90566","2,155348","129,992501",,7,15,15,"5,733333",470,",869562","70,869181",16,"9,375","800,625","1,534386","130,876756",,14,,,,,,,39,"7,641026","626,666667","1,141963","93,875102",,,14,36,"3,888889","119,583333",",632526","19,34984",3,6,175,",862729","24,884801",,,2,16,"16,9375","1232,8125","2,649836","192,086294",35,27,1932,"4,26982","304,934753",,2,5,10,"5,6",168,",833109","24,993256",36,"10,722222","321,666667","1,681958","50,458727",,,1,1,6,195,"1,235294","40,147059",51,"41,27451","1196,470588","6,498545","188,042408",,,2,18,"13,055556",1175,"1,917106","172,539548",33,"16,848485","1516,363636","2,713175","244,185729",,,15,33,"3,969697","149,090909",",627489","23,717948",5,6,212,",976698","35,407648",
1661960,386,8,,,,,,,378,"1,526455","39,140212",",281435","7,304749",,,5,,,,,,381,"4,12336","165,813648",",793001","31,825497",,184,34,21,"4,238095","211,428571",",814394","41,159885",147,"8,503401","681,22449","1,620213","129,453196",,103,110,77,"5,948052","393,896104","1,117029","73,727428",96,"8,59375","652,1875","1,614908","122,394882",,1,1,,,,,,384,"3,210938","206,536458",",609565","38,876495",,,,,,,,,386,"8,650259","276,735751","1,6496","52,976973",,,23,33,"24,969697","869,848485","4,948222","172,186912",330,"54,436364","2245,636364","10,155491","418,277394",,30,15,20,"3,6","133,5",",665301","24,75339",321,"6,398754","226,869159","1,219567","43,275341",,,240,68,"6,308824","269,779412","1,230235","51,966616",78,"8,448718","412,307692","1,617301","78,606966",,,38,63,"12,047619","899,52381","2,366729","176,764211",285,"18,017544",1350,"3,369361","252,152506",,,,,,,,,386,"6,419689","281,567358","1,213282","53,234855",
1661961,344,1,,,,,,,343,"2,151603","34,285714",",430969","6,857625",,2,,25,"1,04","30,4",",234979","6,884674",317,"1,501577","59,274448",",293854","11,659711",,5,28,17,"2,411765","195,882353",",501866","41,273862",294,"6,5","436,785714","1,259293","84,396787",,2,47,98,"4,295918","377,755102",",850173","74,597681",197,"8,28934","770,786802","1,584088","147,550694",,60,7,,,,,,277,"1,646209","104,133574",",324375","20,560258",,,,,,,,,344,"15,325581","726,453488","3,001863","142,065283",,,15,51,"21,078431","949,705882","4,069203","183,548605",278,"39,600719","2211,151079","7,776497","434,093399",,1,,,,,,,343,"16,763848","640,670554","3,268646","124,929868",,1,,,,,,,343,"30,623907","1020,349854","6,017","200,060215",,,6,117,"11,512821","956,410256","2,279653","189,533327",221,"15,045249","1211,674208","2,885202","232,420634",,,,,,,,,344,"6,017442","293,197674","1,176291","57,215003",
1661962,483,30,,,,,,,453,"1,227373","51,655629",",233302","9,853974",,,2,2,1,30,",172917","5,1875",479,"3,860125","173,121086",",734239","32,927894",,1,6,3,4,210,",76348","38,431373",473,"11,145877","878,213531","2,088796","164,797994",,37,139,93,"4,376344","382,580645",",842497","73,501074",214,"8,401869","744,672897","1,529938","135,577469",,10,5,,,,,,468,"3,596154","242,777778",",685036","45,625411",,,2,14,"4,357143","122,5",",932675","26,293734",467,"6,82227","216,980728","1,299788","41,637331",,,4,30,"20,633333",923,"3,915063","175,068041",449,"39,104677","1995,902004","7,331582","373,863312",,23,41,41,"2,731707","135,731707",",514899","25,434875",378,"6,738095","334,52381","1,269326","62,899592",,1,12,21,"10,428571","273,571429","2,036921","53,555351",449,"19,218263","586,826281","3,580354","108,969156",,,39,142,"10,380282","971,690141","1,933081","180,566902",302,"16,781457","1524,569536","3,141753","285,166569",,,,,,,,,483,"7,490683","255,714286","1,412243","48,364523",
1661963,340,113,,,,,,,227,"1,118943","17,246696",",249993","3,859109",,4,,,,,,,336,"6,107143","274,255952","1,349776","60,910683",,2,1,2,3,180,",680556","40,833334",335,"9,086567","645,447761","1,914136","137,140307",,176,53,42,"4,238095","349,642857",",922875","75,799072",69,"6,304348","517,898551","1,355654","111,310478",,11,,,,,,,329,"1,048632","62,917933",",233552","14,013096",,,2,4,"4,25",135,",973292","30,210725",334,"9,865269","294,700599","2,16432","65,286235",,,88,175,"22,382857","792,342857","4,83584","171,409474",77,34,"1161,038961","7,08325","242,222009",,2,8,32,"3,34375","102,65625",",776615","23,936455",298,"8,204698","318,825503","1,739505","67,768237",,,53,21,"6,142857","250,714286","1,219199","48,402301",266,"33,131579","2303,571429","7,052806","489,783895",,1,154,148,"10,452703","762,567568","2,275233","166,649617",37,"13,108108","955,945946","3,114994","227,976572",,,10,111,"3,900901","117,027027",",817852","24,53556",219,"4,954338","149,863014","1,069972","32,348568",
1661964,153,100,,,,,,,53,"1,018868","15,283019",",190249","2,853731",,28,3,31,"1,032258",30,",208798","6,064702",91,"4,307692","183,461538",",819259","34,862455",,48,41,14,"2,928571","242,142857",",551522","45,226702",50,"6,68","382,8","1,270026","72,767282",,,2,6,"5,333333","397,5","1,033596","76,741392",145,"15,372414","905,586207","2,947948","173,687798",,93,12,2,2,30,",329823","4,947339",46,"3,043478","144,565217",",591049","28,05363",,,7,4,"2,5",120,",474425","22,893223",142,"5,753521","326,93662","1,120172","63,649376",,,1,3,18,825,"3,743316","171,319073",149,"93,395973","3414,161074","17,879643","653,343835",,,,,,,,,153,"12,941176","595,130719","2,470925","113,599469",,153,,,,,,,,,,,,,,32,60,"16,1","937,333333","3,022486","175,961539",61,"21,42623","1232,622951","4,091672","235,315512",,,,3,"3,666667",140,",661319","26,016043",150,"6,12","272,4","1,176284","52,643069",
1661965,380,37,,,,,,,343,"1,023324","61,137026",",19112","11,418864",,1,,1,1,30,",259259","7,777778",378,"7,883598","317,301587","1,469763","58,900424",,258,15,11,"6,272727","242,727273","1,108767","43,342572",96,"6,479167","530,625","1,210041","99,499123",,28,52,56,"5,732143","381,875","1,08331","71,905023",244,"13,836066","1067,172131","2,493648","192,586468",,79,9,23,1,30,",198803","5,964102",269,"2,007435","118,66171",",370414","21,769142",,,4,37,"3,513514","126,891892",",641073","23,110954",339,"8,153392","363,672566","1,53076","68,23868",,,17,64,"24,375","966,09375","4,644044","183,376779",299,"36,80602","1621,588629","6,732252","296,323819",,30,34,30,"4,266667",130,",797575","24,165529",286,"9,667832","384,143357","1,766096","70,297946",,314,36,13,"3,538462","252,307692",",704222","49,661597",17,"6,470588","524,117647","1,242188","100,636364",,3,71,93,"15,311828","971,612903","2,74039","173,654442",213,"26,314554","1915,915493","4,872392","353,912393",,1,3,,,,,,376,"7,56117","349,867021","1,39883","64,686882",
1661966,693,1,,,,,,,692,"1,471098","42,463873",",289646","8,360497",,,,,,,,,693,"8,730159","384,025974","1,714644","75,473137",,1,3,12,"4,333333","211,25",",920292","45,232575",677,"9,42836","694,963072","1,842362","135,790917",,1,12,5,"3,6",348,",768497","74,070588",675,"10,801481","998,911111","2,111301","195,258769",,1,,119,1,30,",201233","6,036994",573,"4,439791","396,020942",",867127","77,159218",,,,2,"3,5","127,5",",880952","29,642857",691,"7,432706","249,59479","1,458991","48,997064",,,1,3,23,850,"4,791444","177,027629",689,"51,261248","2034,513788","10,056236","398,999932",,,,1,5,150,",853659","25,609756",692,"13,852601","443,453757","2,70793","86,637883",,1,,,,,,,692,"36,463873","2335,267341","7,149325","457,906527",,,1,7,"10,571429","951,428571","2,211765","199,058823",685,"18,505109","1485,065693","3,622735","290,938674",,,,,,,,,693,"6,91342","250,07215","1,35879","49,200061",
1661967,380,7,,,,,,,373,"1,002681","30,080429",",200293","6,008788",,25,,28,1,30,",193814","5,814437",327,"2,171254","80,550459",",432445","16,048365",,24,80,43,"3,976744","203,023256",",792734","40,806146",233,"8,051502","488,626609","1,608926","97,920796",,11,93,113,"6,256637","369,292035","1,225877","72,389847",163,"10,042945","615,582822","1,992502","121,962167",,44,,3,1,30,",205882","6,176471",333,"3,840841","226,891892",",759073","44,802196",,2,9,19,"2,052632",120,",430836","24,966783",350,"5,334286","305,014286","1,064529","60,85139",,,4,17,"25,764706","880,588235","5,304498","181,297578",359,"43,665738","1755,821727","8,611424","346,057223",,1,,,,,,,379,"10,472296","320,778364","2,072408","63,46175",,2,,1,7,225,"1,53125","49,21875",377,"10,835544","755,450928","2,155909","150,034134",,1,2,75,"11,6","1019,2","2,166657","190,253179",302,"14,155629","1244,950331","2,854907","251,145915",,1,,,,,,,379,"6,229551","232,92876","1,2352","46,276243",
1661968,345,1,,,,,,,344,"2,125","36,409884",",425461","7,257684",,11,,10,1,30,",223244","6,697323",324,"1,947531","73,055556",",382153","14,39034",,2,50,104,"4,221154","214,567308",",827414","42,171074",189,"9,142857","555,767196","1,788056","108,332415",,1,39,79,"8,620253","385,063291","1,697315","74,793424",226,"11,845133","639,424779","2,337375","126,012078",,24,,,,,,,321,"2,024922","115,373832",",407439","23,165925",,,1,1,4,120,",518519","15,555556",343,"13,119534","418,163265","2,637657","84,037145",,,2,15,"27,666667",930,"5,947814","198,777694",328,"63,036585","1882,22561","12,289198","366,272505",,12,6,16,2,"114,375",",418379","23,644382",311,"7,607717","258,327974","1,488019","50,209589",,,,5,"13,4",334,"2,073141","50,996375",340,"15,870588","589,955882","3,155193","116,587597",,,1,23,"16,73913","1083,913043","3,020748","196,866776",321,"18,514019","1351,121495","3,637046","265,865733",,1,,,,,,,344,"13,340116","443,735465","2,646876","88,100093",
1661969,46,2,,,,,,,44,"1,181818","33,977273",",251064","7,17925",,,,15,1,30,",210472","6,314151",31,"3,354839","119,354839",",711784","25,164569",,,,,,,,,46,16,"753,26087","3,316678","156,611115",,6,7,8,"4,75",315,",979937","64,313626",25,"8,64","657,6","1,768877","135,005484",,16,4,3,1,40,",211958","8,478311",23,"3,956522","207,173913",",831389","43,84099",,,,,,,,,46,"6,130435","278,586957","1,311942","59,720669",,,,,,,,,46,"37,956522",1720,"7,918723","358,882328",,3,1,2,4,140,",815719","28,771455",40,"6,775","219,25","1,400643","45,413",,,19,17,"6,647059","254,411765","1,321338","50,367495",10,"11,5",416,"2,382398","86,010349",,,7,19,"9,578947","857,894737","1,98896","178,213522",20,13,1164,"2,83556","253,965088",,,,,,,,,46,"6,913043","290,978261","1,446429","60,766567",
1661970,676,181,,,,,,,495,"1,214141","21,929293",",240639","4,3142",,,,82,"1,609756","36,097561",",332789","7,425168",594,"3,228956","83,771044",",633333","16,454944",,191,90,22,"2,954545","208,636364",",566017","40,54623",373,"7,753351","515,147453","1,489545","99,387874",,,32,47,"5,531915","404,680851","1,067045","77,514899",597,"13,38191","1132,638191","2,546873","215,278361",,7,,,,,,,669,"3,206278","165,635277",",626343","32,307436",,,,1,5,105,",729167","15,3125",675,"13,299259","435,844444","2,606188","85,251862",,,6,28,"17,75","919,285714","3,601768","187,1801",642,"33,076324","1820,327103","6,308857","347,54541",,6,16,28,"3,642857","117,321429",",752834","24,316144",626,"9,50639","442,93131","1,802123","84,084143",,,29,150,"3,346667","242,5",",70497","50,753597",497,"5,173038","386,076459",",964259","71,977282",,,24,175,"11,96","942,371429","2,344713","184,660768",477,"17,018868","1340,136268","3,243983","255,401858",,,,,,,,,676,"8,886095","295,702663","1,727621","57,570307",
1661971,116,1,,,,,,,115,"1,521739","22,826087",",254172","3,812587",,,,2,2,30,",342857","5,142857",114,"8,912281","355,131579","1,460612","58,322855",,66,8,19,"5,052632","274,736842",",785526","42,742548",23,"7,347826","397,826087","1,252627","68,075411",,1,20,57,"8,087719","485,263158","1,263786","75,827145",38,"9,684211","581,052632","1,623776","97,426555",,93,,,,,,,23,"1,26087",60,",208977","10,164834",,,27,41,"4,658537","120,121951",",828129","21,371741",48,"7,0625","190,3125","1,080425","29,128765",,,,7,"38,428571","1281,428571","5,358947","177,919125",109,"54,06422","1834,862385","8,882434","301,180082",,,,,,,,,116,"21,163793","1269,568966","3,45039","206,970142",,114,1,,,,,,1,66,320,"15,4","74,666667",,,3,50,"18,56","1182,6","2,928858","186,633359",63,"22,52381","1406,190476","3,759487","234,898856",,38,70,8,"3,875","136,25",",663145","23,747885",,,,,,
1661972,289,,,,,,,,289,"2,387543","89,723183",",447401","16,77978",,,,,,,,,289,"3,719723","152,681661",",681695","28,167461",,55,5,2,3,210,",611765","42,705883",227,"9,299559","811,85022","1,652598","144,479063",,8,136,34,6,"422,647059","1,004399","71,838755",111,"13,216216","868,648649","2,38763","158,985516",,32,,6,1,30,",186917","5,607504",251,"2,920319","127,410359",",539933","23,584888",,,,,,,,,289,"12,311419","569,602076","2,279696","105,669406",,,11,38,"29,078947","1020,131579","5,061624","182,941529",240,"37,6","1695,333333","6,800546","307,047093",,6,5,6,3,120,",604276","25,694615",272,"10,408088","502,757353","1,86406","90,138935",,,67,16,4,"265,3125",",7612","50,752764",206,"8,097087","684,053398","1,464666","123,51779",,,4,4,"19,75",1245,"3,127012","197,144415",281,"22,145907","1900,622776","3,999612","343,965164",,2,7,41,"4,634146","143,658537",",82387","25,576409",239,"5,987448","240,523013","1,089018","43,612747",
1661973,140,3,,,,,,,137,"4,029197","66,131387",",774084","12,679201",,,3,2,2,30,",351716","5,275736",135,"4,222222","153,555556",",812045","29,66402",,63,24,5,3,252,",517292","43,406277",48,"6,145833","480,9375","1,143584","88,69923",,11,27,13,"6,923077","403,846154","1,284945","76,346554",89,"14,94382","911,123596","2,774172","168,931732",,101,1,11,1,30,",179919","5,397564",27,"2,666667","207,222222",",519873","40,295727",,,1,1,6,145,"1,02439","24,756098",138,"13,384058","341,15942","2,57618","65,910449",,,,3,"28,333333",985,"5,513837","191,033248",137,"61,846715","2153,467153","11,666041","406,445007",,2,12,3,"3,333333",150,",571873","25,734276",123,"8,682927","387,926829","1,673165","74,600246",,,120,12,"4,583333","242,5",",944234","48,5217",8,7,"363,75","1,456634","75,648024",,1,24,63,"16,095238","955,396825","2,995337","177,81073",52,"21,153846","1251,346154","4,304121","254,558906",,,,1,6,165,"1,05","28,875",139,"8,280576","306,906475","1,583083","58,31897",
