PDS,ANZ_S,RTS_E23010.0,RTS_E23010.1,RTS_E23010.3,RTS_E23010.3.MW_A_PR,RTS_E23010.3.MW_M_PR,RTS_E23010.3.MW_A_PW,RTS_E23010.3.MW_M_PW,RTS_E23010.4,RTS_E23010.4.MW_A_PR,RTS_E23010.4.MW_M_PR,RTS_E23010.4.MW_A_PW,RTS_E23010.4.MW_M_PW,RTS_E23010.9,RTS_E23020.0,RTS_E23020.1,RTS_E23020.3,RTS_E23020.3.MW_A_PR,RTS_E23020.3.MW_M_PR,RTS_E23020.3.MW_A_PW,RTS_E23020.3.MW_M_PW,RTS_E23020.4,RTS_E23020.4.MW_A_PR,RTS_E23020.4.MW_M_PR,RTS_E23020.4.MW_A_PW,RTS_E23020.4.MW_M_PW,RTS_E23020.9,RTS_E23030.0,RTS_E23030.1,RTS_E23030.3,RTS_E23030.3.MW_A_PR,RTS_E23030.3.MW_M_PR,RTS_E23030.3.MW_A_PW,RTS_E23030.3.MW_M_PW,RTS_E23030.4,RTS_E23030.4.MW_A_PR,RTS_E23030.4.MW_M_PR,RTS_E23030.4.MW_A_PW,RTS_E23030.4.MW_M_PW,RTS_E23030.9,RTS_E23040.0,RTS_E23040.1,RTS_E23040.3,RTS_E23040.3.MW_A_PR,RTS_E23040.3.MW_M_PR,RTS_E23040.3.MW_A_PW,RTS_E23040.3.MW_M_PW,RTS_E23040.4,RTS_E23040.4.MW_A_PR,RTS_E23040.4.MW_M_PR,RTS_E23040.4.MW_A_PW,RTS_E23040.4.MW_M_PW,RTS_E23040.9,RTS_E23050.0,RTS_E23050.1,RTS_E23050.3,RTS_E23050.3.MW_A_PR,RTS_E23050.3.MW_M_PR,RTS_E23050.3.MW_A_PW,RTS_E23050.3.MW_M_PW,RTS_E23050.4,RTS_E23050.4.MW_A_PR,RTS_E23050.4.MW_M_PR,RTS_E23050.4.MW_A_PW,RTS_E23050.4.MW_M_PW,RTS_E23050.9,RTS_E23060.0,RTS_E23060.1,RTS_E23060.3,RTS_E23060.3.MW_A_PR,RTS_E23060.3.MW_M_PR,RTS_E23060.3.MW_A_PW,RTS_E23060.3.MW_M_PW,RTS_E23060.4,RTS_E23060.4.MW_A_PR,RTS_E23060.4.MW_M_PR,RTS_E23060.4.MW_A_PW,RTS_E23060.4.MW_M_PW,RTS_E23060.9,RTS_E23070.0,RTS_E23070.1,RTS_E23070.3,RTS_E23070.3.MW_A_PR,RTS_E23070.3.MW_M_PR,RTS_E23070.3.MW_A_PW,RTS_E23070.3.MW_M_PW,RTS_E23070.4,RTS_E23070.4.MW_A_PR,RTS_E23070.4.MW_M_PR,RTS_E23070.4.MW_A_PW,RTS_E23070.4.MW_M_PW,RTS_E23070.9,RTS_E23080.0,RTS_E23080.1,RTS_E23080.3,RTS_E23080.3.MW_A_PR,RTS_E23080.3.MW_M_PR,RTS_E23080.3.MW_A_PW,RTS_E23080.3.MW_M_PW,RTS_E23080.4,RTS_E23080.4.MW_A_PR,RTS_E23080.4.MW_M_PR,RTS_E23080.4.MW_A_PW,RTS_E23080.4.MW_M_PW,RTS_E23080.9,RTS_E23090.0,RTS_E23090.1,RTS_E23090.3,RTS_E23090.3.MW_A_PR,RTS_E23090.3.MW_M_PR,RTS_E23090.3.MW_A_PW,RTS_E23090.3.MW_M_PW,RTS_E23090.4,RTS_E23090.4.MW_A_PR,RTS_E23090.4.MW_M_PR,RTS_E23090.4.MW_A_PW,RTS_E23090.4.MW_M_PW,RTS_E23090.9,RTS_E23100.0,RTS_E23100.1,RTS_E23100.3,RTS_E23100.3.MW_A_PR,RTS_E23100.3.MW_M_PR,RTS_E23100.3.MW_A_PW,RTS_E23100.3.MW_M_PW,RTS_E23100.4,RTS_E23100.4.MW_A_PR,RTS_E23100.4.MW_M_PR,RTS_E23100.4.MW_A_PW,RTS_E23100.4.MW_M_PW,RTS_E23100.9,RTS_E23110.0,RTS_E23110.1,RTS_E23110.3,RTS_E23110.3.MW_A_PR,RTS_E23110.3.MW_M_PR,RTS_E23110.3.MW_A_PW,RTS_E23110.3.MW_M_PW,RTS_E23110.4,RTS_E23110.4.MW_A_PR,RTS_E23110.4.MW_M_PR,RTS_E23110.4.MW_A_PW,RTS_E23110.4.MW_M_PW,RTS_E23110.9
1483646,60,,2,7,"45,571429","1367,142857","13,331963","399,958874",51,"67,882353","2058,333333","20,464231","620,41668",,34,10,10,7,243,"2,210734","75,883131",6,"8,5","327,5","2,916667","111,125",,35,12,12,"4,5",95,"1,48213","31,364815",1,7,200,"2,45",70,,1,3,16,"7,5",225,"2,216725","66,501752",40,"9,55","286,5","3,006868","90,206044",,1,11,7,"2,428571","87,857143",",810476","29,709524",41,"5,268293","149,756098","1,558628","45,033838",,8,,3,1,30,",303591","9,107744",49,"1,346939","76,530612",",406948","23,54284",,36,,,,,,,24,"1,458333",85,",439288","25,595686",,50,2,3,"4,666667",165,"1,528728","52,861836",5,"5,8",273,"1,904685","89,668532",,13,5,5,2,141,",625441","44,083908",37,"6,189189","441,081081","1,884599","133,976634",,,,,,,,,60,"4,533333","173,75","1,401371","53,806908",,3,,,,,,,57,"1,824561","41,052632",",551229","12,481945",
1483647,56,,,6,"41,5","1210,833333","14,228261","415,193841",50,"54,92","1653,1","18,915536","569,625189",,2,3,1,3,270,",84","75,6",50,"4,78","386,3","1,67877","136,504961",,4,25,11,"5,181818","103,636364","1,609529","32,190572",16,"6,375","136,875","2,243241","47,692361",,2,1,9,"4,444444",200,"1,53247","68,96114",44,6,270,"2,107815","94,851675",,,,1,4,75,"1,4","26,25",55,"6,472727",180,"2,255375","63,259809",,12,,,,,,,44,"1,090909","71,363636",",370888","23,780543",,5,,2,1,50,",388889","19,444444",49,"3,857143","191,22449","1,342594","66,642829",,,1,2,6,180,"1,555556","46,666667",53,"9,433962","335,09434","3,310647","117,656205",,4,2,9,3,150,"1,057778","52,888889",41,"4,95122","247,560976","1,743744","87,187226",,,,1,2,45,",736842","16,578947",55,"5,872727","183,909091","2,037658","63,964475",,,,,,,,,56,"1,660714","24,910714",",580632","8,709472",
1483648,83,,,1,34,1140,"11,9",399,82,"53,365854","1946,341463","16,851485","613,760587",,,3,6,"7,333333",245,"2,343056","78,75",74,"10,905405","357,162162","3,452908","113,211908",,6,4,18,"5,666667","113,333333","1,732161","34,643216",55,"7,654545","153,090909","2,449001","48,980018",,,,,,,,,83,"9,289157","368,674699","2,980746","118,319093",,,,,,,,,83,"10,409639","354,578313","3,342844","113,782049",,2,,,,,,,81,"2,246914","145,555556",",724896","47,049428",,7,,,,,,,76,"3,539474","181,973684","1,124707","58,077359",,,2,3,2,120,",712281","42,736842",78,"4,923077","295,384615","1,544647","92,678841",,11,1,4,3,180,",985827","59,1496",67,4,240,"1,282722","76,963339",,,2,4,"2,25",45,",764674","15,236413",77,"3,844156","76,363636","1,235872","24,515792",,4,,,,,,,79,"1,012658","15,189873",",32631","4,894657",
1483649,96,,1,15,"34,133333",1215,"11,425791","406,644613",80,"50,8125","2042,8125","15,298473","616,01252",,50,29,10,"6,3",216,"2,009907","69,202778",7,"9,714286","325,714286","3,29916","111,504202",,45,20,20,"5,05",101,"1,601727","32,034545",11,"7,454545","153,636364","2,140488","43,745592",,10,2,5,"4,8",216,"1,4667","66,001515",79,"6,78481","305,316456","2,144882","96,519694",,,4,10,2,78,",678954","26,510784",82,"4,109756","194,268293","1,26131","59,528162",,62,,,,,,,34,"1,470588","135,882353",",455299","41,406445",,31,,,,,,,65,"2,569231","191,538462",",790866","58,970541",,30,8,15,"3,533333",159,"1,091917","49,136249",43,"6,023256","271,046512","1,766146","79,476552",,52,13,12,3,150,",981945","49,097222",19,"4,052632","202,631579","1,211776","60,588826",,37,10,5,"2,2",46,",690256","14,305747",44,"3,477273",145,"1,095325","45,740569",,4,,,,,,,92,"1,532609","22,98913",",477413","7,161199",
1483650,154,,3,24,"34,625","1105,416667","11,893083","379,750576",127,"46,464567","1528,149606","15,532225","510,913291",,11,14,46,"7,304348","220,434783","2,445211","73,812857",83,"9,542169","293,493976","3,173853","97,648717",,88,11,9,4,"101,111111","1,299541","32,677597",46,"5,673913","144,23913","1,90893","48,513861",,9,3,22,"4,818182","216,818182","1,65574","74,508309",120,"6,208333","279,375","2,077501","93,487563",,1,5,17,"2,941176","89,117647","1,029412","31,191176",131,"4,21374","168,244275","1,419484","56,551736",,98,3,,,,,,53,"1,54717","91,698113",",512602","30,140401",,56,,1,1,45,",388889","17,5",97,"1,71134","101,597938",",582272","34,592755",,14,2,31,"4,096774","155,806452","1,330832","50,780222",107,"5,233645","190,186916","1,766785","64,286664",,24,13,14,3,"152,857143",",987818","50,322738",103,"4,15534","214,07767","1,401196","72,139776",,35,15,5,3,45,"1,05","15,75",99,"1,676768","70,30303",",565874","23,710453",,21,,,,,,,133,"1,007519","15,112782",",342296","5,134437",
1483651,152,,1,5,"42,6",1287,"11,748593","356,121111",146,"63,184932","2401,986301","19,278051","733,0268",,142,7,1,7,240,"1,814815","62,222222",2,"7,5",360,"2,352778","109,666667",,,41,67,"5,208955","104,179104","1,583253","31,665056",44,"7,522727","150,909091","2,309574","46,350561",,3,2,47,"7,382979","221,489362","2,339317","70,179515",100,"9,53","286,8","2,948758","88,777751",,6,48,89,3,"89,88764",",947834","28,395684",9,4,120,"1,117695","33,530864",,57,,49,1,30,",319098","9,572957",46,"3,195652","252,065217",",964754","76,762555",,111,1,,,,,,40,"2,45","149,5",",728011","44,328825",,28,10,16,"4,1875","170,625","1,222083","49,315972",98,"8,5","354,489796","2,630739","109,503896",,71,9,4,3,180,",981945","58,916667",68,"5,117647","307,058824","1,59153","95,491769",,,,23,"2,956522","54,565217",",930966","17,194525",129,"4,620155","103,023256","1,426162","31,795479",,80,6,,,,,,66,"1,090909","19,318182",",33664","5,949575",
1483652,183,,,14,"36,5","1121,785714","12,556628","384,874756",169,"58,514793","1890,532544","18,27192","590,71383",,2,23,6,4,255,"1,257075","79,816952",152,"8,348684","497,960526","2,614529","156,735226",,17,18,38,"5,131579","103,157895","1,618226","32,500975",110,"7,936364","161,409091","2,479329","50,350172",,6,30,,,,,,147,"5,578231","464,183673","1,792636","149,189408",,,7,33,"2,030303","82,727273",",646789","26,417023",143,"3,405594","151,993007","1,097596","49,042811",,148,,,,,,,35,"2,685714","191,714286",",851723","60,840638",,5,28,7,2,"42,857143",",674074","14,416667",143,"3,377622","124,685315","1,058588","39,01094",,4,16,31,"3,870968","172,258065","1,128852","50,203908",132,"5,590909","251,477273","1,781119","80,095696",,22,26,98,3,"177,397959",",977663","57,832407",37,"4,027027","227,027027","1,252209","70,61413",,1,24,17,2,45,",672549","15,132353",141,"5,659574","191,347518","1,75476","59,58941",,1,,,,,,,182,"1,697802","46,016484",",532987","14,367729",
1483653,100,,1,7,35,"1114,285714","11,611111",370,92,74,"2707,336957","24,494097","896,560218",,79,4,13,"6,153846","203,076923","2,101207","69,497738",4,"10,25","577,5","3,357408","181,611111",,41,12,23,"5,434783","108,695652","1,699388","33,987762",24,"6,208333","133,75","2,067624","44,497475",,4,,4,"3,75",225,"1,221759","73,305556",92,"5,98913","359,347826","1,991924","119,515465",,,1,86,2,75,",666168","24,9813",13,"3,153846","144,230769","1,055279","48,295249",,80,8,2,2,30,",60926","9,138889",10,"2,8",138,",834082","43,218237",,12,45,2,2,45,",7","15,75",41,"2,97561","103,414634",",958693","33,073233",,28,15,17,"4,647059","160,588235","1,47146","50,240196",40,"5,7",234,"1,875032","76,700723",,68,8,7,2,"173,571429",",634498","55,438095",17,"3,235294","272,647059","1,087681","91,387255",,,33,20,2,45,",685442","15,422436",47,"3,468085","97,659574","1,122305","31,552351",,10,,,,,,,90,"1,022222","15,333333",",339982","5,099734",
1483654,42,,,,,,,,42,"68,97619","2729,285714","21,308381","840,701522",,8,7,,,,,,27,"7,185185","432,777778","2,240829","134,845813",,24,,1,7,140,"1,814815","36,296296",17,"7,529412","183,529412","2,421024","59,141612",,1,,5,4,240,"1,327407","79,644444",36,"5,027778","301,666667","1,574254","94,455259",,,5,,,,,,37,"2,054054","122,162162",",639324","38,079166",,6,1,,,,,,35,"1,857143","93,428571",",591235","29,814596",,29,1,,,,,,12,"2,166667","112,5",",660031","34,837963",,22,2,10,"2,9",156,",87686","47,361594",8,"3,125","187,5","1,04838","62,902778",,36,1,,,,,,5,4,240,"1,280741","76,844444",,9,6,,,,,,27,"1,481481",70,",477507","22,585188",,2,,,,,,,40,"1,775","41,625",",556206","13,065798",
1483655,104,,2,13,"22,076923","1146,923077","7,382906","384,207265",89,"46,494382","2590,337079","15,685086","873,690356",,54,5,7,"5,285714","272,142857","1,544444","77,583333",38,"6,394737","346,184211","2,149111","116,773254",,2,3,3,"3,666667","93,333333","1,283333","32,666667",96,"6,364583","190,520833","2,130851","63,77971",,2,,2,4,240,"1,4",84,100,"5,65",339,"1,907903","114,474199",,,,3,3,90,"1,05","31,5",101,"5,673267","205,841584","1,911789","69,465758",,7,,,,,,,97,"1,608247","122,319588",",541049","41,348985",,71,,,,,,,33,"1,969697","119,545455",",655358","39,798749",,1,2,2,2,120,",7",42,99,"5,030303","301,818182","1,683601","101,016054",,76,12,1,2,150,",608696","45,652174",15,"3,933333",295,"1,327753","99,581481",,,,11,3,"49,090909","1,05","17,181818",93,"5,344086","136,774194","1,799691","46,215935",,,,,,,,,104,"1,211538","18,317308",",407907","6,169092",
1483656,242,,4,38,"43,921053","1361,973684","12,357689","383,897897",200,"60,615","2213,075","18,514486","676,05762",,52,53,48,"3,041667","227,1875",",941959","69,312921",89,"6,044944","395,393258","1,805967","117,803726",,128,97,14,5,"119,642857","1,397228","32,919278",3,7,210,"1,619398","49,77354",,44,6,181,"3,917127","234,696133","1,227511","73,542151",11,"5,272727","290,454545","1,494075","81,890376",,,1,3,"3,333333","83,333333","1,191228","29,688596",238,"6,676471","252,415966","2,02354","76,907546",,121,,11,1,30,",321835","9,655051",110,"2,663636","191,181818",",794559","57,108805",,88,,85,1,"46,058824",",307289","14,152437",69,3,"160,289855",",869867","46,472013",,111,71,37,"4,135135","177,972973","1,146637","49,58537",23,"5,826087","241,304348","1,81081","74,925627",,16,189,37,3,180,",927431","55,645841",,,,,,,21,123,51,"2,117647","45,784314",",630617","13,613143",47,"3,468085","99,255319","1,023855","28,919833",,73,,,,,,,169,"1,112426","32,189349",",343784","9,938429",
1483657,60,,,11,"38,181818","1206,363636","12,291246","388,488216",49,56,"1903,877551","18,560695","631,661829",,3,30,10,"6,4",228,"2,094815","74,083333",17,"9,705882","446,470588","3,248824","150,893464",,25,5,4,2,80,",719445","28,777778",26,"4,230769","169,230769","1,324373","52,974929",,3,5,2,4,240,"1,218519","73,111111",50,"5,7",342,"1,93623","116,173778",,9,6,2,"3,5","87,5","1,075","26,875",43,"3,651163","207,906977","1,260724","71,682171",,2,,,,,,,58,"1,448276","95,689655",",483895","31,590996",,11,6,,,,,,43,"3,55814","185,581395","1,185831","61,820413",,15,11,17,"4,823529","146,470588","1,610915","48,945098",17,"6,117647","192,352941","2,113725","66,323529",,14,4,7,3,180,"1,02381","61,428571",35,4,240,"1,346667","80,8",,1,16,,,,,,43,"2,813953","97,674419",",934496","32,574935",,18,,,,,,,42,1,45,",34515","15,531746",
1483658,41,,,10,"34,6","1342,5","10,59463","412,436111",31,"40,193548","1645,16129","12,808781","525,918459",,,,13,"4,923077","295,384615","1,304273","78,25641",28,"5,75","322,5","1,967857","111,168651",,17,,1,3,90,"1,05","31,5",23,"5,652174","169,565217","1,762158","52,864734",,,1,4,"4,5","217,5","1,370833","66,597222",36,"6,194444","349,166667","1,995319","112,53858",,1,,,,,,,40,"6,075","184,5","1,961713","59,638889",,2,,,,,,,39,"2,179487","103,846154",",69359","33,134615",,,,,,,,,41,"3,756098","224,268293","1,218157","72,77168",,2,,6,"4,333333",195,"1,123457","50,555556",33,"5,151515","255,454545","1,684736","83,425926",,2,2,8,"2,125","142,5",",685417","46,010417",29,"3,034483","213,103448",",975862","68,551724",,1,1,1,2,45,",7","15,75",38,"4,763158","129,078947","1,48884","40,631579",,,,,,,,,41,"3,317073","64,756098","1,05542","20,624661",
1483659,195,,1,7,40,"1296,428571","12,237778","396,346032",187,"64,59893","2184,304813","20,129526","680,657065",,50,32,24,"3,583333","249,375","1,032012","71,896766",89,"4,280899","338,426966","1,374462","108,771889",,105,17,22,"3,590909","107,727273","1,099931","32,997931",51,"5,509804","165,294118","1,719802","51,594054",,29,2,28,"4,857143","218,571429","1,607369","72,331628",136,"6,007353","270,330882","1,896948","85,362642",,1,1,3,"2,666667",85,",733972","23,769157",190,"5,415789","176,368421","1,700301","55,786108",,135,,,,,,,60,"1,566667","122,25",",506091","39,619598",,125,,,,,,,70,"1,757143","105,428571",",539182","32,350911",,33,8,15,"2,866667",172,",788684","47,32102",139,"3,805755","228,345324","1,199754","71,985251",,124,7,3,3,180,",925806","55,548387",61,"4,016393","240,983607","1,25388","75,232776",,7,21,4,1,45,",318395","14,327759",163,"3,122699","97,638037",",989868","30,963098",,4,,,,,,,191,"1,225131","29,842932",",387466","9,415106",
1483660,100,,3,14,"50,785714","1571,785714","12,253309","378,20154",83,"64,457831","2023,433735","17,80267","559,236072",,7,91,2,8,240,"2,25","67,5",,,,,,,,35,46,"6,043478","120,869565","1,662651","33,25302",19,"8,157895","164,210526","2,327953","46,83196",,,15,84,"6,535714","239,464286","1,860357","68,242902",1,9,315,"2,333333","81,666667",,,1,,,,,,99,"2,848485","154,090909",",803029","43,372092",,1,11,,,,,,88,"3,454545","133,125",",965208","37,37398",,66,,8,1,50,",32788","16,394018",26,"2,615385","130,769231",",706038","35,301905",,2,13,15,"3,4",189,",932933","51,664532",70,"5,928571","340,928571","1,609306","92,38104",,65,7,13,2,180,",576814","51,913248",15,3,270,",802726","72,24532",,,8,,,,,,92,"2,663043","92,934783",",741256","25,932075",,,,,,,,,100,"3,2",48,",856351","12,845258",
1483661,85,,1,25,"35,96","1293,6","10,850059","391,6729",59,"49,847458","1856,949153","14,329214","533,860403",,,6,8,5,"258,75","1,451375","78,049428",71,"7,859155","463,943662","2,293108","135,269566",,26,8,7,"4,857143","138,571429","1,205607","34,501539",44,"6,795455","201,818182","1,979872","58,680244",,2,,22,"4,818182","216,818182","1,445366","65,041473",61,6,270,"1,820201","81,909022",,,3,13,"2,538462","83,076923",",793576","26,177702",69,"3,333333","123,043478",",995756","36,783117",,2,,,,,,,83,2,"132,289157",",597943","39,561012",,3,,,,,,,82,"1,743902","104,634146",",51289","30,773382",,2,1,14,"3,071429","184,285714",",823688","49,421264",68,"4,220588","253,235294","1,242549","74,552941",,10,7,9,3,180,",829553","49,773203",59,4,240,"1,215665","72,939923",,,,,,,,,85,"7,047059","218,588235","2,089488","65,366452",,4,,,,,,,81,1,15,",301983","4,529751",
1483662,141,,5,27,"44,62963","1233,333333","13,988075","384,778693",109,"69,798165","2196,284404","21,78395","685,981923",,78,45,4,7,210,"2,45","73,5",14,"14,714286","397,857143","4,497559","121,696128",,96,24,6,"5,833333",105,"1,807941","32,3367",15,"7,2",201,"2,170349","60,512181",,12,34,9,"3,777778",200,"1,133514","60,157833",86,"6,5","379,883721","2,074449","121,495548",,,50,17,"2,352941","86,470588",",740185","27,172026",74,"3,77027","164,72973","1,215585","53,260356",,87,,4,1,30,",296471","8,894118",50,"1,5","84,6",",494391","28,066497",,90,,,,,,,51,"7,039216","353,529412","2,251205","112,797534",,82,2,6,"5,166667",185,"1,446346","52,151138",51,"6,411765","262,058824","2,095312","85,365842",,115,6,1,2,160,",7",56,19,"2,789474","276,842105",",860608","85,323971",,19,19,14,"1,928571","48,214286",",602208","14,98773",89,"3,820225","126,910112","1,224837","40,608417",,26,,,,,,,115,"1,721739","33,217391",",5532","10,711944",
1483663,742,,2,11,"32,090909","1157,272727","10,852357","392,671717",729,"60,901235","2457,160494","19,200737","774,111371",,502,108,81,"5,395062","235,37037","1,674985","73,084183",51,"8,431373","392,45098","2,63978","123,055953",,40,49,449,"5,048998","101,069042","1,589948","31,830142",204,"8,220588","165,343137","2,654582","53,328656",,34,2,97,"3,979381","238,762887","1,281522","76,891291",609,"5,004926","300,295567","1,611138","96,668261",,,26,101,"3,574257","85,841584","1,154912","27,916084",615,"5,315447","141,235772","1,694317","45,08676",,8,,227,1,30,",328022","9,840673",507,"2,564103","123,994083",",818615","39,587517",,38,1,224,1,50,",32951","16,475513",479,"1,887265","111,336117",",591801","34,922596",,102,26,110,"3,572727","162,090909","1,05548","48,001267",504,"4,248016","244,325397","1,384844","79,459205",,254,62,62,"3,016129","157,016129",",968898","50,331831",364,"4,002747","208,818681","1,282002","66,889279",,13,2,3,1,50,",35","17,5",724,"1,38674","70,407459",",443635","22,578054",,7,,,,,,,735,"1,522449","44,07483",",485454","14,059427",
1483664,40,,,2,"40,5",1660,"9,813637","398,772728",38,"52,789474","2255,789474","14,776987","631,820507",,9,26,4,"4,75","213,75","1,454167","69,0625",1,6,390,"1,5","97,5",,2,21,17,5,100,"1,608289","32,165775",,,,,,,,2,1,4,240,"1,555556","93,333333",37,7,420,"1,985011","119,10064",,,1,2,3,90,",852273","25,568182",37,"6,351351","214,459459","1,768368","59,885583",,3,,,,,,,37,"3,324324","199,459459",",93772","56,263183",,8,3,,,,,,29,"3,37931",120,",976645","34,984353",,1,3,5,"5,6",186,"1,538734","51,481352",31,"8,290323","278,709677","2,2869","76,978206",,4,19,5,3,180,",784085","47,045116",12,"4,583333",275,"1,360772","81,646296",,,,1,2,45,",608696","13,695652",39,"4,230769","159,615385","1,196827","44,9252",,2,,,,,,,38,"1,5","34,342105",",425246","9,691107",
1483665,42,,4,17,"39,705882","1297,058824","11,744588","380,700916",21,"52,190476","1610,952381","17,200879","533,892375",,9,11,8,"5,875",280,"1,636609","78,262286",14,"6,928571","382,857143","2,223229","122,333356",,10,8,16,"5,8125","116,25","1,746515","34,930298",8,"8,125","162,5","2,301468","46,029351",,1,2,14,"3,642857","218,571429","1,115854","66,951259",25,5,300,"1,610988","96,659277",,,5,15,2,90,",67327","30,297139",22,"3,227273","145,909091",",988451","44,595671",,9,,,,,,,33,"2,181818","126,363636",",734585","42,153859",,12,,,,,,,30,"3,2",149,",987044","45,440604",,2,2,8,"3,375","166,875","1,015672","50,364538",30,"6,366667","367,5","1,981518","115,068332",,15,10,16,"2,75","172,5",",90027","56,56826",1,3,210,",84","58,8",,,8,3,"2,666667","48,333333",",928148","16,981482",31,"4,580645","131,290323","1,399009","40,652929",,4,,,,,,,38,"2,026316","32,763158",",623625","10,118394",
1483666,212,,,4,"59,25","1787,5","13,167723","400,43225",208,"65,317308","2019,278846","19,363277","599,314048",,142,35,22,"3,272727","185,454545","1,164091","66,045455",13,"7,230769",540,"1,830838","135,511294",,1,162,45,"5,133333","102,888889","1,550053","31,075138",4,"7,25","162,5","2,193333","48,766667",,87,8,31,"3,870968","232,258065","1,116338","66,980288",86,"5,209302","312,55814","1,585104","95,106255",,,2,28,"2,964286","89,464286",",914895","27,655173",182,"4,604396","184,615385","1,388281","55,640169",,11,,3,1,30,",279854","8,395611",198,"2,757576","173,484848",",826032","51,929464",,127,,12,1,45,",314136","14,136111",73,"3,534247","190,273973","1,015496","54,879527",,4,33,56,"5,875","178,392857","1,654417","50,222794",119,"7,714286","335,042017","2,318449","101,286859",,1,6,19,"4,684211","167,368421","1,548187","55,375439",186,"9,236559","360,322581","2,719749","106,818449",,8,5,1,3,45,",954545","14,318182",198,"2,292929","81,742424",",678216","24,585623",,5,,,,,,,207,"1,956522","63,695652",",589359","19,249356",
1483667,45,,,,,,,,45,"69,555556",2464,"18,717753","660,907717",,,2,3,"7,333333",340,"1,679885","78,051724",40,"10,8","531,75","2,978588","146,574659",,1,32,11,"4,272727","106,818182","1,213304","30,332597",1,7,175,"1,814815","45,37037",,1,2,2,4,240,",868421","52,105263",40,"8,475","508,5","2,315924","138,955429",,,9,7,2,90,",522784","23,52525",29,"3,275862","135,517241",",913929","38,060338",,3,,8,1,30,",277241","8,317229",34,"2,441176","164,117647",",659123","44,959729",,1,6,,,,,,38,"2,657895","112,105263",",726656","30,686344",,2,4,7,"3,571429","214,285714",",824284","49,457019",32,"4,875","291,5625","1,331529","79,686673",,7,33,5,3,180,",802734","48,164032",,,,,,,,,,,,,,45,"6,955556","118,666667","1,871095","31,946665",,,,,,,,,45,1,15,",27364","4,104599",
1483668,82,,,4,"46,25","1623,75","11,852793","413,037099",78,"76,461538","2772,5","19,367645","703,0944",,,53,8,"6,5","337,5","1,603127","82,664884",21,"8,047619","507,857143","2,009168","126,527697",,33,13,12,"3,666667","122,916667",",967964","32,472203",24,"6,5","219,791667","1,658773","56,018307",,80,1,,,,,,1,5,375,"1,296296","97,222222",,,,2,4,90,"1,037037","23,333333",80,"9,45","263,6875","2,413449","67,441719",,48,,,,,,,34,"4,088235","235,147059","1,038037","58,718488",,,,,,,,,82,"10,634146","636,585366","2,705746","161,968367",,1,3,23,5,"208,695652","1,210674","50,354957",55,"7,654545","379,818182","2,001578","98,739333",,31,31,1,2,180,",451613","40,645161",19,"3,894737","303,157895",",992475","77,453397",,1,1,41,2,50,",51499","12,87475",39,"3,820513","103,589744",",966429","26,160647",,,,,,,,,82,"2,195122","35,853659",",567595","9,28595",
1483669,55,,4,44,"40,795455","1217,272727","12,998554","387,730372",7,"48,142857","1437,142857","15,981481","477,592593",,1,43,9,5,200,"1,695623","67,984848",2,"12,5",435,"3,75926","129,444445",,,2,7,"3,285714","98,571429","1,082997","32,489899",46,"6,695652","208,695652","2,096987","65,092296",,2,7,46,"3,021739","181,304348",",979937","58,796215",,,,,,,,,,,,,,55,"5,690909","247,909091","1,823712","79,54592",,1,,,,,,,54,"1,166667","73,888889",",380084","24,096943",,1,35,,,,,,19,"2,368421","82,105263",",73599","25,901345",,2,8,14,"4,5","160,714286","1,369478","48,90671",31,"7,290323","254,516129","2,54899","88,878201",,,55,,,,,,,,,,,,,,,,,,,55,"4,345455","96,818182","1,397915","31,15441",,5,,,,,,,50,1,30,",32723","9,816907",
1483670,123,,,12,"37,25","1203,333333","11,822326","384,528273",111,"56,738739","1882,792793","18,205072","604,403141",,1,14,49,"3,877551","219,183673","1,242436","69,968245",59,"8,983051","406,016949","2,947095","133,104604",,2,3,17,"5,176471","111,764706","1,585993","34,335324",101,"6,316832","151,881188","2,031996","48,502334",,1,6,116,"5,732759","201,982759","1,885437","66,412906",,,,,,,,6,36,2,75,",660099","24,753715",81,"3,604938","141,111111","1,179266","46,008287",,17,,2,1,30,",35","10,5",104,"1,951923","130,096154",",640496","42,654879",,16,5,2,"1,5",45,",479348","14,836957",100,"2,46",121,",798402","39,54846",,3,4,15,"2,533333",152,",75661","45,396591",101,"3,772277","226,336634","1,237226","74,233532",,6,11,30,"2,966667",179,",91458","55,224771",76,3,210,",9937","69,558976",,,3,7,3,50,"1,036364","17,272727",113,"4,610619","101,858407","1,490485","32,891841",,1,,,,,,,122,"1,672131","28,032787",",548928","9,244398",
