PDS,ANZ_S,RTS_E26110.0,RTS_E26110.1,RTS_E26110.3,RTS_E26110.3.MW_A_PR,RTS_E26110.3.MW_M_PR,RTS_E26110.3.MW_A_PW,RTS_E26110.3.MW_M_PW,RTS_E26110.4,RTS_E26110.4.MW_A_PR,RTS_E26110.4.MW_M_PR,RTS_E26110.4.MW_A_PW,RTS_E26110.4.MW_M_PW,RTS_E26110.9,RTS_E26100.0,RTS_E26100.1,RTS_E26100.3,RTS_E26100.3.MW_A_PR,RTS_E26100.3.MW_M_PR,RTS_E26100.3.MW_A_PW,RTS_E26100.3.MW_M_PW,RTS_E26100.4,RTS_E26100.4.MW_A_PR,RTS_E26100.4.MW_M_PR,RTS_E26100.4.MW_A_PW,RTS_E26100.4.MW_M_PW,RTS_E26100.9,RTS_E26090.0,RTS_E26090.1,RTS_E26090.3,RTS_E26090.3.MW_A_PR,RTS_E26090.3.MW_M_PR,RTS_E26090.3.MW_A_PW,RTS_E26090.3.MW_M_PW,RTS_E26090.4,RTS_E26090.4.MW_A_PR,RTS_E26090.4.MW_M_PR,RTS_E26090.4.MW_A_PW,RTS_E26090.4.MW_M_PW,RTS_E26090.9,RTS_E26080.0,RTS_E26080.1,RTS_E26080.3,RTS_E26080.3.MW_A_PR,RTS_E26080.3.MW_M_PR,RTS_E26080.3.MW_A_PW,RTS_E26080.3.MW_M_PW,RTS_E26080.4,RTS_E26080.4.MW_A_PR,RTS_E26080.4.MW_M_PR,RTS_E26080.4.MW_A_PW,RTS_E26080.4.MW_M_PW,RTS_E26080.9,RTS_E26070.0,RTS_E26070.1,RTS_E26070.3,RTS_E26070.3.MW_A_PR,RTS_E26070.3.MW_M_PR,RTS_E26070.3.MW_A_PW,RTS_E26070.3.MW_M_PW,RTS_E26070.4,RTS_E26070.4.MW_A_PR,RTS_E26070.4.MW_M_PR,RTS_E26070.4.MW_A_PW,RTS_E26070.4.MW_M_PW,RTS_E26070.9,RTS_E26060.0,RTS_E26060.1,RTS_E26060.3,RTS_E26060.3.MW_A_PR,RTS_E26060.3.MW_M_PR,RTS_E26060.3.MW_A_PW,RTS_E26060.3.MW_M_PW,RTS_E26060.4,RTS_E26060.4.MW_A_PR,RTS_E26060.4.MW_M_PR,RTS_E26060.4.MW_A_PW,RTS_E26060.4.MW_M_PW,RTS_E26060.9,RTS_E26050.0,RTS_E26050.1,RTS_E26050.3,RTS_E26050.3.MW_A_PR,RTS_E26050.3.MW_M_PR,RTS_E26050.3.MW_A_PW,RTS_E26050.3.MW_M_PW,RTS_E26050.4,RTS_E26050.4.MW_A_PR,RTS_E26050.4.MW_M_PR,RTS_E26050.4.MW_A_PW,RTS_E26050.4.MW_M_PW,RTS_E26050.9,RTS_E26040.0,RTS_E26040.1,RTS_E26040.3,RTS_E26040.3.MW_A_PR,RTS_E26040.3.MW_M_PR,RTS_E26040.3.MW_A_PW,RTS_E26040.3.MW_M_PW,RTS_E26040.4,RTS_E26040.4.MW_A_PR,RTS_E26040.4.MW_M_PR,RTS_E26040.4.MW_A_PW,RTS_E26040.4.MW_M_PW,RTS_E26040.9,RTS_E26030.0,RTS_E26030.1,RTS_E26030.3,RTS_E26030.3.MW_A_PR,RTS_E26030.3.MW_M_PR,RTS_E26030.3.MW_A_PW,RTS_E26030.3.MW_M_PW,RTS_E26030.4,RTS_E26030.4.MW_A_PR,RTS_E26030.4.MW_M_PR,RTS_E26030.4.MW_A_PW,RTS_E26030.4.MW_M_PW,RTS_E26030.9,RTS_E26020.0,RTS_E26020.1,RTS_E26020.3,RTS_E26020.3.MW_A_PR,RTS_E26020.3.MW_M_PR,RTS_E26020.3.MW_A_PW,RTS_E26020.3.MW_M_PW,RTS_E26020.4,RTS_E26020.4.MW_A_PR,RTS_E26020.4.MW_M_PR,RTS_E26020.4.MW_A_PW,RTS_E26020.4.MW_M_PW,RTS_E26020.9,RTS_E26010.0,RTS_E26010.1,RTS_E26010.3,RTS_E26010.3.MW_A_PR,RTS_E26010.3.MW_M_PR,RTS_E26010.3.MW_A_PW,RTS_E26010.3.MW_M_PW,RTS_E26010.4,RTS_E26010.4.MW_A_PR,RTS_E26010.4.MW_M_PR,RTS_E26010.4.MW_A_PW,RTS_E26010.4.MW_M_PW,RTS_E26010.9
1806332,63,,,,,,,,63,"2,365079","81,666667",",683404","23,439197",,2,,,,,,,61,"1,508197","72,868852",",432247","21,091067",,46,2,12,"2,166667",130,",706482","42,388889",3,3,180,"1,05",63,,59,,,,,,,4,"1,5",90,",407952","24,477124",,50,,,,,,,13,"2,846154",165,",835202","48,862745",,,,,,,,,63,"6,460317","222,142857","1,855959","64,940609",,63,,,,,,,,,,,,,5,4,3,"7,666667",230,"2,383333","71,166667",51,"32,294118","762,352941","8,649653","204,744801",,62,1,,,,,,,,,,,,2,39,9,"4,444444","88,888889","1,139216","22,223856",13,"18,153846","305,384615","5,714403","96,834842",,,10,16,"33,9375","979,375","10,325689","297,206554",37,"55,783784","1931,891892","14,437865","500,182285",
1806333,449,,,,,,,,449,"1,327394","19,910913",",384133","5,761991",,3,,,,,,,446,"2,233184","78,497758",",635433","22,686444",,366,14,30,"6,766667",203,"1,737852","52,135562",39,"7,282051","218,461538","2,331983","69,959491",,409,1,7,2,"42,857143",",529194","11,351307",32,"4,1875","138,75","1,1632","38,852205",,10,1,,,,,,438,"1,636986","86,438356",",472483","24,800782",,,3,2,1,60,",30463","18,277778",444,"2,144144","79,864865",",625986","23,332799",,24,,6,1,60,",266088","15,965278",419,"2,384248","143,054893",",700788","42,047281",,2,5,10,"8,7",242,"2,432767","67,55915",432,"27,430556","802,118056","7,860259","229,646392",,155,17,27,"6,185185","185,555556","1,752175","52,565237",250,"7,348","220,44","2,116369","63,491085",,,8,4,"4,25","97,5","1,05255","23,822304",437,"5,398169","130,434783","1,564066","37,724519",,,2,2,33,1305,"8,52353","337,852941",445,"49,2","1869,741573","14,014985","532,315248",
1806334,368,37,,,,,,,331,"2,163142","34,259819",",736","11,602441",,,23,4,2,30,",627941","9,419118",341,"3,519062","122,727273","1,210324","42,240007",,53,29,47,"2,212766","129,787234",",740842","43,514178",239,"4,079498","242,48954","1,409246","83,770984",,351,,,,,,,17,"1,941176","153,529412",",664314","52,376471",,266,,36,1,30,",346723","10,40169",66,"3,015152","185,909091","1,026042","63,357051",,,,,,,,,368,"5,459239","204,456522","1,853385","69,923016",,37,19,,,,,,312,2,100,",688196","34,409821",,,5,17,"8,941176","207,647059","2,947635","68,302024",346,"17,531792","416,604046","5,980147","142,106799",,6,198,116,"4,12931","135,086207","1,430277","46,809292",48,"6,395833","224,375","2,223911","77,803107",,2,21,67,"2,268657","79,477612",",743555","26,364886",278,"4,996403","132,176259","1,704709","45,447766",,,11,72,"28,944444","948,472222","9,834705","322,851759",285,"42,37193","1504,54386","14,493472","514,040861",
1806335,34,,,,,,,,34,2,30,",61273","9,190949",,3,,,,,,,31,"1,064516","62,419355",",321368","18,919166",,12,2,13,"5,615385","168,461538","1,7039","51,117005",7,7,210,"2,193315","65,799448",,20,,,,,,,14,"1,714286","85,714286",",55716","27,866527",,1,,,,,,,33,"1,969697","101,363636",",59772","31,044096",,,,,,,,,34,"2,823529","154,411765",",862938","47,18078",,,,4,1,60,",303334","18,2",30,"2,666667",160,",816413","48,984763",,4,6,8,"9,5","218,75","2,86888","65,495864",16,"16,75","388,75","5,228966","121,134963",,10,7,8,"5,5",165,"1,580398","47,411929",9,"6,666667","226,666667","2,285926","78,42963",,,2,7,3,90,",822912","24,687363",25,"3,96","129,6","1,245123","40,624232",,,,1,39,1230,"10,92","344,4",33,"65,787879","2037,272727","20,016939","620,044737",
1806336,129,,,,,,,,129,"1,767442","26,976744",",609829","9,310232",,19,3,2,"1,5",30,",544445","11,083334",105,"2,914286","123,285714","1,001487","42,345623",,83,5,4,"3,5","157,5","1,064259","47,891667",37,"5,675676","255,405405","1,882427","84,709196",,95,,,,,,,34,"2,676471","184,117647",",938524","64,22266",,91,,,,,,,38,"1,289474","100,657895",",432287","33,55039",,,6,,,,,,123,"3,146341","150,731707","1,085776","51,912229",,5,,9,1,60,",3307","19,841975",115,"4,565217","215,217391","1,583245","74,624683",,3,6,5,"7,4",192,"2,59","67,2",115,"33,617391",787,"11,428117","267,612712",,65,17,41,2,120,",714313","42,858768",6,"5,166667","202,5","1,808333","70,875",,,2,8,"3,5","76,25","1,076433","23,344746",119,"18,94958","313,94958","6,509775","108,016545",,,1,67,"31,447761","946,567164","10,654285","320,637694",61,"38,196721","1169,016393","13,171108","402,764646",
1806337,63,3,,,,,,,60,1,30,",284599","8,537986",,1,,26,1,30,",303972","9,119163",36,"3,083333","92,5",",803717","24,111494",,10,40,11,"4,818182","166,363636","1,344521","46,531853",2,"6,5",210,"2,009259","66,111111",,20,30,,,,,,13,"2,153846","110,769231",",558935","29,192801",,5,,,,,,,58,"2,758621","169,655172",",772254","47,507962",,,3,,,,,,60,"2,016667","93,5",",575681","26,624307",,15,2,38,1,60,",283882","17,03293",8,2,90,",533112","23,990027",,,2,3,"9,333333",280,"2,195761","65,872845",58,"23,551724","705,517241","6,55566","196,307743",,,63,,,,,,,,,,,,,12,8,"2,375","97,5",",595196","24,38216",43,"6,232558","215,581395","1,754303","60,921166",,,,,,,,,63,"41,333333","2412,619048","11,3741","663,7319",
1806338,711,24,,,,,,,687,"1,697234","25,655022",",566715","8,56406",,1,,6,"1,833333","38,333333",",641667","13,416667",704,"5,544034","97,713068","1,833133","32,417727",,530,5,16,"2,375","142,5",",732567","43,954023",160,"5,1125","306,75","1,686976","101,218574",,557,1,,,,,,153,"2,588235","157,124183",",818878","49,74269",,107,,1,1,30,",35","10,5",603,"1,475954","98,192371",",486702","32,479206",,1,,1,2,65,",7","22,75",709,"7,012694","367,334274","2,332235","122,04452",,21,,51,1,60,",335203","20,112167",639,"2,001565","120,031299",",670123","40,185492",,1,172,191,"13,125654","201,753927","4,369123","66,982733",347,"18,806916","340,072046","6,12747","110,595555",,331,106,34,"5,441176","147,941176","1,765792","47,064228",240,"7,85","342,083333","2,608499","114,513831",,14,61,157,"4,751592","73,694268","1,575755","24,356024",479,"15,31524","253,298539","5,042258","83,246247",,,13,52,"30,365385",945,"9,99799","311,791025",646,"68,083591","3130,278638","22,395129","1028,960996",
1806339,167,88,,1,1,10,",225806","2,258065",78,"1,038462","30,641026",",287049","8,455256",,1,1,27,"1,777778",30,",502484","8,483644",138,"3,217391","63,913043",",944339","18,789768",,2,37,117,"5,811966","174,358974","1,675614","50,268404",11,"7,818182","234,545455","2,165231","64,956917",,2,14,,,,,,151,"3,94702","167,483444","1,158355","49,112666",,7,,,,,,,160,"1,8625","212,0625",",548868","62,730379",,,,,,,,,167,"6,449102","200,179641","1,869289","57,90619",,4,28,48,"1,9375",60,",586155","18,111274",87,"2,712644","111,724138",",794877","32,720452",,3,2,2,"8,5",255,"2,320533","69,615988",160,"24,5375","661,15625","7,022162","189,372357",,162,2,1,6,180,"1,5",45,2,11,330,"2,5625","76,875",,,30,31,"6,903226","94,193548","1,843882","25,276209",106,"11,018868","136,933962","3,256343","40,65985",,,,1,25,1020,"7,954545","324,545455",166,"50,584337","1962,891566","14,486856","562,485186",
1806340,69,21,,,,,,,48,"1,354167","23,125",",466655","7,937964",,2,1,5,1,30,",35","10,5",61,"2,180328","91,721311",",732636","31,034094",,65,1,1,5,165,"1,75","57,75",2,5,"187,5","1,75","65,625",,64,1,,,,,,4,4,240,"1,263889","75,833333",,6,,,,,,,63,"1,396825","68,333333",",454294","22,305684",,,2,2,1,60,",35",21,65,"3,076923","129,461538","1,050521","44,153465",,1,9,,,,,,59,"2,457627","110,59322",",84329","37,948039",,1,23,8,"11,875",200,"3,989352","67,699074",37,"25,459459",545,"8,516399","181,722881",,45,10,11,"2,818182","133,636364",",943939","44,227273",3,"3,333333",200,"1,166667",70,,,,5,"3,2",71,"1,047407","23,216667",64,"9,75","180,9375","3,273989","61,121785",,,,3,"40,666667",1220,"11,473684","344,210526",66,"47,060606","1501,212121","15,958153","510,114256",
1806341,356,,,,,,,,356,"1,030899","15,716292",",324811","4,924213",,,,,,,,,356,"4,985955","172,823034","1,547024","54,041381",,340,3,8,"4,875","176,25","1,272147","46,059812",5,5,180,"1,75",63,,309,3,2,1,45,",335512","15,09804",42,"2,714286","160,714286",",783969","46,417756",,19,,,,,,,337,"1,172107","71,632047",",366223","22,335635",,,,13,1,60,",315867","18,952005",343,"2,014577","120,758017",",636174","38,140221",,1,,24,1,60,",343716","20,62293",331,"2,033233","120,664653",",634977","37,824944",,,35,114,"7,350877","217,807018","2,306838","68,382818",207,"49,507246","1437,125604","14,708783","426,897384",,226,23,35,"5,714286","174,857143","1,562942","47,594121",72,"7,666667",230,"2,506176","75,185276",,,7,104,"5,288462","93,75","1,379287","24,399192",245,"5,77551","107,44898","1,954239","36,273592",,,1,17,35,"1085,294118","10,594439","328,584806",338,"47,798817","1619,289941","14,681856","496,615006",
1806342,47,2,,,,,,,45,"1,022222",16,",324123","5,017399",,1,,1,1,30,",35","10,5",45,"4,444444","145,666667","1,395726","45,871797",,1,14,25,"3,48","155,4","1,076708","48,15187",7,5,225,"1,654119","74,435347",,33,6,,,,,,8,3,150,",960507","48,692935",,,,,,,,,47,"3,106383","142,021277",",964955","43,69548",,,,,,,,,47,"6,382979","232,021277","2,011433","73,360245",,2,,,,,,,45,"2,444444","309,333333",",771011","98,121265",,,2,2,"14,5",290,"3,627703","72,554054",43,"19,325581","390,930233","5,993601","121,212195",,16,18,6,3,140,",98899","46,29798",7,"4,428571",240,"1,435714","77,571429",,1,4,6,"2,833333",85,",786193","23,58579",36,"5,055556","156,666667","1,601393","49,791795",,,,1,59,1775,"11,162162","335,810811",46,"60,326087","1824,456522","18,939478","572,398868",
1806343,200,112,,,,,,,88,"1,022727","30,681818",",355447","10,66341",,,,,,,,,200,"3,06","122,85","1,02638","41,25314",,2,30,55,"2,436364","146,181818",",79823","47,893834",113,"3,371681","202,300885","1,16536","69,921597",,99,,,,,,,101,"2,732673","163,960396",",95033","57,019802",,89,,,,,,,111,"1,261261","86,486486",",43585","29,729471",,,,109,1,60,",33118","19,870809",91,"3,901099","175,714286","1,357287","61,15746",,137,,5,1,60,",351414","21,084848",58,"2,034483","122,068966",",70761","42,456584",,,,,,,,,200,"38,375","1151,25","12,942169","388,265085",,,95,12,4,130,"1,38378","44,856061",93,"6,989247","363,548387","2,422506","126,029677",,7,101,6,"1,666667",75,",548738","24,651515",86,"2,825581","139,883721",",979218","48,432158",,,,5,39,1176,"11,103273","334,778182",195,"47,589744","1546,307692","16,092571","521,961794",
1806344,131,2,,,,,,,129,"1,534884","23,372093",",538651","8,181504",,2,1,1,1,30,",388889","11,666667",127,"3,716535","147,874016","1,292333","51,297839",,69,2,4,"2,25",135,",730921","43,855263",56,"3,875","232,5","1,34321","80,592628",,4,,,,,,,127,"1,417323","84,566929",",491491","29,324111",,1,,,,,,,130,"1,730769","80,192308",",603958","27,979147",,,,,,,,,131,"5,587786","238,167939","1,957462","83,289662",,6,5,,,,,,120,"2,016667","90,75",",709532","31,928944",,,17,34,"11,911765","203,970588","4,129588","70,769759",80,"20,1125","424,375","6,954165","146,234208",,8,3,29,"5,103448","153,103448","1,727969","51,839076",91,"8,10989","243,956044","2,825508","84,995997",,,1,19,"2,421053","72,631579",",782965","23,488964",111,"3,693694","108,783784","1,294993","38,140316",,,3,20,"31,85","908,5","11,290034","322,074082",108,"43,333333","1251,944444","15,091452","435,947178",
1806345,228,,,,,,,,228,1,15,",334174","5,012612",,,1,18,2,30,",684156","10,262346",209,"3,947368","125,454545","1,313236","41,722215",,155,,1,4,120,"1,4",42,72,"28,666667","863,333333","9,010232","271,333181",,161,,,,,,,67,"1,38806","83,731343",",431007","25,976504",,31,,1,1,30,",259259","7,777778",196,"1,321429","69,795918",",431962","22,651082",,,3,4,4,60,"1,4",21,221,"7,199095","194,79638","2,376076","64,55915",,9,,20,1,60,",336014","20,160819",199,2,120,",668517","40,110997",,,1,4,"35,25","188,75","12,800735","68,378677",223,"49,834081","573,049327","16,367009","188,329716",,13,53,70,"3,942857","137,142857","1,331821","46,154625",92,"11,456522","389,021739","3,826046","130,275108",,1,13,101,"4,712871","81,683168","1,510453","26,149565",113,"7,707965","128,274336","2,672768","44,496095",,,1,11,"35,363636","989,090909","11,161111","312,643098",216,"54,75","1546,805556","18,044837","509,744524",
1806346,56,2,,,,,,,54,1,"16,388889",",308258","5,11719",,,2,1,2,30,",777778","11,666667",53,"2,792453","96,132075",",853025","29,417745",,13,12,19,"3,842105","163,421053","1,120708","47,417988",12,"4,5","253,75","1,329848","74,508442",,53,,,,,,,3,"2,333333",110,",698272","34,118519",,25,12,1,1,30,",35","10,5",18,"4,333333","110,833333","1,189146","32,305868",,6,45,,,,,,5,"3,4",178,"1,176406","59,72657",,13,1,,,,,,42,1,90,",313794","28,241417",,,2,7,"7,428571","215,714286","2,15849","62,64359",47,"23,851064","556,06383","7,267959","170,3266",,55,1,,,,,,,,,,,,9,17,9,"2,888889","86,666667",",83579","25,073708",21,"3,428571","121,428571","1,076046","37,856184",,,1,13,"36,923077","1100,769231","10,671669","317,727005",42,"47,547619","1434,285714","14,611948","440,749756",
1806347,33,33,,,,,,,,,,,,,17,1,2,1,30,",359211","10,776316",13,"1,384615","58,846154",",453964","19,150734",,33,,,,,,,,,,,,,33,,,,,,,,,,,,,24,,6,1,30,",35307","10,592105",3,"1,666667",150,",608577","55,201754",,,,4,4,"61,25","1,4","21,4375",29,"6,482759","120,689655","2,150531","40,374666",,1,,,,,,,32,"9,15625","318,4375","3,088748","107,330066",,2,18,5,"9,8",198,"3,363684","67,796842",8,"12,125","291,875","3,945517","95,559211",,33,,,,,,,,,,,,,21,12,,,,,,,,,,,,,,,,,,,33,"83,939394","1747,272727","27,495068","579,110967",
1806348,51,51,,,,,,,,,,,,,28,,20,1,30,",285376","8,561286",3,2,60,",515015","15,45045",,,,,,,,,51,"6,156863","369,411765","1,818899","109,133957",,,,,,,,,51,"3,215686","192,352941",",962535","57,573073",,4,,,,,,,47,"1,212766","69,787234",",369623","21,06508",,5,,46,1,60,",303618","18,217107",,,,,,,51,,,,,,,,,,,,,,,,,,,,51,"27,803922","735,588235","8,2753","218,83783",,51,,,,,,,,,,,,,,,,,,,,51,"7,27451","218,235294","2,156873","64,706187",,,,,,,,,51,"56,647059","2303,529412","16,748876","682,560995",
1806349,77,25,,,,,,,52,"1,038462","31,442308",",311033","9,431951",,,,,,,,,77,"3,909091",90,"1,183522","27,347403",,76,,1,5,180,"1,25",45,,,,,,,1,3,,,,,,73,"2,917808","143,835616",",889576","43,801921",,,,,,,,,77,"1,649351","116,298701",",505383","35,719215",,,,,,,,,77,"6,363636","290,064935","1,921604","87,84411",,7,8,43,1,60,",30282","18,169213",19,2,90,",626927","28,211715",,1,,4,"11,75",255,"3,470521","73,152174",72,"20,944444","481,666667","6,226571","143,181824",,1,75,1,4,165,"1,4","57,75",,,,,,,49,18,1,7,105,"1,814815","27,222222",9,"8,222222","203,333333","2,622222","65,833333",,,1,12,"42,416667","1232,5","11,423767","332,401223",64,"48,046875","1389,0625","14,510533","420,067162",
1806350,108,,,,,,,,108,1,30,",333038","9,991149",,,,,,,,,108,"8,759259","384,768519","2,89181","126,330691",,99,,3,"3,666667",160,"1,101852","49,648148",6,6,210,"2,1","73,5",,85,,,,,,,23,"2,608696","163,043478",",843897","53,389831",,40,,5,1,30,",331852","9,955556",63,"1,47619","92,380952",",479005","29,69196",,3,,2,1,60,",35",21,103,"1,951456","177,378641",",652145","59,304657",,2,,1,1,60,",35",21,105,"2,009524","120,571429",",667068","40,024087",,,,1,10,215,"3,684211","79,210526",107,"24,196262","640,186916","7,887941","208,923017",,,43,19,"3,894737","146,842105","1,302924","49,28655",46,"7,23913","260,217391","2,319524","82,747953",,,3,4,"2,75","112,5",",597594","24,528743",101,"3,039604","134,554455","1,024541","45,496759",,,,7,"31,428571","942,857143","9,871164","296,134921",101,"46,831683","1618,415842","15,327471","527,805809",
1806351,104,12,,,,,,,92,"1,054348","15,978261",",360253","5,44607",,,,,,,,,104,"5,663462","142,5","1,936544","48,79055",,84,1,2,2,120,",7",42,17,"3,764706","225,882353","1,296296","77,777778",,96,,,,,,,8,"2,125","127,5",",687037","41,222222",,7,,,,,,,97,"1,164948","68,814433",",401286","23,698321",,,,,,,,,104,"4,673077","159,951923","1,596794","54,768758",,1,,1,1,60,",35",21,102,"2,833333",170,",970609","58,236551",,,1,,,,,,103,"21,339806","572,038835","7,243576","194,090214",,47,10,5,4,129,"1,4","45,15",42,"8,238095","254,642857","2,844183","87,950499",,3,,7,3,90,",782051","23,461538",94,"3,074468","92,234043","1,076064","32,281915",,,1,6,"28,5","976,666667","9,975","341,833333",97,"40,969072","1950,309278","13,913906","662,739551",
1806352,34,1,,,,,,,33,"1,424242","21,363636",",467162","7,007424",,,,,,,,,34,"6,5","115,147059","2,12457","37,685038",,26,,5,"3,6",162,"1,094545","49,254545",3,5,225,"1,75","78,75",,3,,1,1,45,",368421","16,578947",30,"1,6","92,5",",518851","30,014655",,19,7,1,2,30,",7","10,5",7,"2,714286","132,857143",",963158","47,328947",,,1,,,,,,33,"3,575758","155,909091","1,186116","51,774984",,,,12,1,60,",33415","20,049002",22,2,"122,727273",",658736","40,47869",,2,8,3,7,"176,666667","2,45","61,833333",21,"18,47619","490,47619","5,84238","155,134282",,,,,,,,,34,"12,352941","539,117647","4,026367","175,068915",,,2,4,6,90,"1,789773","26,846591",28,"8,892857","133,392857","2,918131","43,771971",,,1,2,25,825,"8,75","288,75",31,"48,451613","1690,645161","15,59978","544,591756",
1806353,150,6,,,,,,,144,1,45,",323669","14,565104",,4,,9,2,30,",659671","9,895062",137,"2,708029","96,788321",",871337","31,011963",,85,10,15,"5,466667",164,"1,546667","46,4",40,"6,55","196,5","2,114583","63,4375",,80,28,,,,,,42,"4,238095","224,285714","1,316975","69,75",,1,,,,,,,149,"1,167785","71,879195",",379822","23,337435",,,,12,1,60,",318981","19,138889",138,"2,15942","127,826087",",69953","41,451892",,,,20,1,60,",324398","19,463889",130,2,120,",648006","38,880342",,,5,2,"10,5",205,"3,675","71,75",143,"22,363636","573,041958","7,022216","179,746892",,58,18,21,"4,952381","158,571429","1,501676","48,161376",53,"6,811321","272,264151","2,17472","86,392034",,,7,13,"3,769231","97,307692","1,040028","26,798433",130,"4,861538","119,461538","1,585121","38,98312",,,1,12,"33,583333","1007,5","10,831636","324,949074",137,"48,759124","1464,087591","15,447297","463,75953",
1806354,113,1,,,,,,,112,2,30,",64667","9,700052",,6,,2,1,30,",259259","7,777778",105,"2,333333",107,",751968","34,529802",,2,6,31,"4,290323","158,709677","1,355373","50,280923",74,"5,72973","207,567568","1,846288","67,075217",,106,1,4,1,45,",33442","15,048913",2,3,105,"1,05","36,75",,11,,,,,,,102,"1,294118","85,294118",",416727","27,484027",,1,16,,,,,,96,"2,010417","75,46875",",646925","24,287023",,2,2,3,1,60,",319565","19,173913",106,2,"115,754717",",645689","37,342385",,,,,,,,,113,"21,504425","629,778761","6,884614","201,636891",,34,7,20,"5,5",168,"1,652716","50,494517",52,"7,615385","251,538462","2,432753","80,548187",,,4,4,2,60,",700877","21,026316",105,"5,752381","172,571429","1,844735","55,342061",,,,16,"37,375","1121,25","11,275285","338,258547",97,"42,886598","1288,14433","13,788036","414,182318",
1806355,109,,,,,,,,109,"1,321101","39,954128",",387406","11,779115",,,,,,,,,109,"1,733945","78,990826",",50505","23,196773",,4,9,11,"6,363636","190,909091","1,667468","50,024033",85,"9,070588","272,117647","2,595074","77,852219",,1,,1,1,50,",388889","19,444444",107,"3,971963","183,271028","1,16924","53,880933",,6,,,,,,,103,"1,07767","49,368932",",319147","14,640739",,,4,5,3,60,"1,043333","20,866667",100,"3,85","118,3","1,14249","34,925704",,2,2,,,,,,105,"2,133333",96,",626711","28,201995",,,,,,,,,109,"40,972477","1075,59633","11,637938","305,664082",,19,9,18,"6,444444","193,333333","1,710323","51,309677",63,"8,428571",300,"2,448411","88,218174",,,,2,"3,5",105,",889037","26,671123",107,"7,523364","225,700935","2,196189","65,885679",,,,1,28,1110,"8,909091","353,181818",108,"53,824074","2139,166667","15,566169","617,561812",
1806356,253,20,,,,,,,233,"1,270386","64,055794",",426385","21,630412",,75,,19,1,30,",317373","9,52118",159,"1,855346","104,90566",",622193","35,285421",,239,1,1,2,120,",7",42,12,"4,583333",275,"1,427859","85,67154",,219,,5,1,50,",318291","15,91453",29,"3,62069","203,448276","1,164106","65,197289",,177,,10,1,30,",312355","9,370648",66,"2,878788","194,772727",",946579","64,089362",,7,11,22,"1,227273",60,",426753","20,726378",213,"2,948357","125,774648",",979926","42,00209",,10,20,44,"1,25","63,863636",",425715","21,641607",179,"2,301676","117,625698",",769276","39,250904",,,1,1,11,260,"2,851852","67,407407",251,"31,035857","623,625498","10,236605","205,289009",,120,50,36,"2,166667",130,",71723","43,033776",47,"3,234043","194,042553","1,139849","68,390929",,,6,53,"2,603774","76,132075",",770882","22,642825",194,"5,675258","128,505155","1,910872","43,5991",,,12,171,"32,450292","940,818713","10,60933","307,548402",70,"39,471429","1129,857143","13,52504","387,292455",
1806357,143,12,,,,,,,131,"1,610687","48,320611",",483278","14,498346",,2,,31,1,30,",316232","9,48696",110,"2,4","102,227273",",705012","30,178186",,67,18,16,"5,4375","168,75","1,588671","48,796165",42,"9,119048","277,857143","2,6441","80,420424",,126,,,,,,,17,"2,588235","141,176471",",748949","41,07084",,20,,,,,,,123,"1,333333","86,341463",",393133","25,315756",,,,,,,,,143,"6,055944","142,902098","1,784871","42,551473",,5,,13,1,60,",308429","18,505715",125,"2,536","152,16",",761285","45,677093",,,,2,8,240,"2,439394","73,181818",141,"30,553191","916,099291","8,829765","264,735603",,1,49,51,"5,490196","173,823529","1,533293","48,616315",42,8,"270,357143","2,426826","82,138311",,,5,41,"4,02439","107,073171",",974801","26,017097",97,"4,721649","119,948454","1,529948","38,993373",,,4,6,42,1265,"10,552483","317,781372",133,"58,06015","1760,902256","17,03808","516,799538",
1806358,277,17,,,,,,,260,"1,134615","33,038462",",366732","10,664351",,74,3,21,1,30,",311277","9,338299",179,"1,648045","65,47486",",529151","21,020138",,39,60,61,"3,508197","157,868852","1,07688","48,459609",117,"4,717949","220,641026","1,508561","70,318706",,99,22,,,,,,156,"1,525641","88,846154",",481104","28,066623",,108,,5,1,30,",313846","9,415385",164,"1,189024","71,097561",",388816","23,20613",,,48,16,"2,3125","67,5",",758172","22,77985",213,"3,474178","95,187793","1,120597","30,830603",,22,,20,"1,05",60,",353837","20,180215",235,"2,012766","121,148936",",653953","39,366983",,12,11,13,"10,230769","206,153846","3,15082","63,529219",241,"27,481328","763,983402","8,763002","243,01797",,81,62,48,"2,333333","152,5",",710634","45,816709",86,"3,27907","222,383721","1,097428","74,450636",,,12,79,"3,607595","83,860759","1,105891","25,806506",186,"5,204301","123,951613","1,711377","40,915845",,,2,51,"31,901961","976,960784","10,463636","320,313258",224,"44,361607","1395,558036","14,044786","441,422746",
